anio,categoria,n,part,variable,grupo
2013,Terciario incompleto,884172,0.029235762812221597,educacion,visitante
2013,Universitario completo,3639771,0.12035156241862739,educacion,visitante
2013,Universitario incompleto,3079118,0.10181318060155958,educacion,visitante
2014,Menor de 14 años,5856895,0.20249561214186426,educacion,visitante
2014,Post grado / maestría / doctorado incompleto o completo,481454,0.01664573506066766,educacion,visitante
2014,Primario completo,2825214,0.09767862294983347,educacion,visitante
2014,Primario incompleto,878433,0.030370841215458744,educacion,visitante
2014,Secundario completo,5236534,0.18104732248600752,educacion,visitante
2014,Secundario incompleto,3872699,0.13389424851327975,educacion,visitante
2014,Sin instrucción / nunca asistió,26783,9.259923526024541e-4,educacion,visitante
2014,Terciario completo,2261994,0.07820591963680826,educacion,visitante
2014,Terciario incompleto,798819,0.027618275962869723,educacion,visitante
2014,Universitario completo,3749758,0.12964370056042537,educacion,visitante
2014,Universitario incompleto,2934982,0.10147372912018279,educacion,visitante
2015,Menor de 14 años,5929504,0.21821473345729556,educacion,visitante
2015,Post grado / maestría / doctorado incompleto o completo,369144,0.01358505864358299,educacion,visitante
2015,Primario completo,2625345,0.09661667475195962,educacion,visitante
2015,Primario incompleto,814580,0.02997777850890122,educacion,visitante
2015,Secundario completo,4467135,0.16439733801389728,educacion,visitante
2015,Secundario incompleto,4413962,0.16244049102937297,educacion,visitante
2015,Sin instrucción / nunca asistió,61762,0.002272935201289937,educacion,visitante
2015,Terciario completo,2086845,0.07679905864667431,educacion,visitante
2015,Terciario incompleto,702373,0.025848390857414222,educacion,visitante
2015,Universitario completo,3192245,0.11747945389789508,educacion,visitante
2015,Universitario incompleto,2509899,0.0923680869917168,educacion,visitante
2016,Menor de 14 años,5750935,0.2249542879193175,educacion,visitante
2016,Post grado / maestría / doctorado incompleto o completo,450380,0.017617120032325566,educacion,visitante
2016,Primario completo,2635040,0.10307255200048661,educacion,visitante
2016,Primario incompleto,611638,0.023924907993986288,educacion,visitante
2016,Secundario completo,4465622,0.17467782493226555,educacion,visitante
2016,Secundario incompleto,3923027,0.1534536115037392,educacion,visitante
2016,Sin instrucción / nunca asistió,107266,0.004195830182040575,educacion,visitante
2016,Terciario completo,1794491,0.07019353289206434,educacion,visitante
2016,Terciario incompleto,730492,0.028574015823645736,educacion,visitante
2016,Universitario completo,2988489,0.11689810699472578,educacion,visitante
2016,Universitario incompleto,2107525,0.08243820972540285,educacion,visitante
2017,Menor de 14 años,5690775,0.1873513265976151,educacion,visitante
2017,Post grado / maestría / doctorado incompleto o completo,362618,0.011938086349956552,educacion,visitante
2017,Primario completo,3118058,0.10265250386956197,educacion,visitante
2017,Primario incompleto,1042696,0.03432757029368177,educacion,visitante
2017,Secundario completo,5551033,0.1827507495090105,educacion,visitante
2017,Secundario incompleto,3975467,0.1308800675294738,educacion,visitante
2017,Sin instrucción / nunca asistió,233886,0.007699979769470732,educacion,visitante
2017,Terciario completo,2413655,0.07946219384863515,educacion,visitante
2017,Terciario incompleto,793799,0.026133399352787672,educacion,visitante
2017,Universitario completo,4271777,0.14063516619075267,educacion,visitante
2017,Universitario incompleto,2921121,0.09616895668905413,educacion,visitante
2018,Menor de 14 años,5525490,0.20076330524834127,educacion,visitante
2018,Post grado / maestría / doctorado incompleto o completo,309387,0.011241275745837664,educacion,visitante
2018,Primario completo,2635131,0.09574492204716084,educacion,visitante
2018,Primario incompleto,836051,0.030377099970533103,educacion,visitante
2018,Secundario completo,4898490,0.1779818700469908,educacion,visitante
2018,Secundario incompleto,3454470,0.12551480775121074,educacion,visitante
2018,Sin instrucción / nunca asistió,193094,0.007015882693412387,educacion,visitante
2018,Terciario completo,2228385,0.08096620172434027,educacion,visitante
2018,Terciario incompleto,638601,0.0232029462536166,educacion,visitante
2018,Universitario completo,4087988,0.14853306814337844,educacion,visitante
2018,Universitario incompleto,2715323,0.0986586203751779,educacion,visitante
2019,Menor de 14 años,5507017,0.20581812057952104,educacion,visitante
2019,Ns./ Nr.,39542,0.0014778345743177153,educacion,visitante
2019,Post grado / maestría / doctorado incompleto o completo,293214,0.010958519722674486,educacion,visitante
2019,Primario completo,2361982,0.08827622941470097,educacion,visitante
2019,Primario incompleto,611032,0.022836584280372822,educacion,visitante
2019,Secundario completo,4692191,0.17536498126302197,educacion,visitante
2019,Secundario incompleto,3085726,0.11532528879852072,educacion,visitante
2019,Sin instrucción / nunca asistió,133963,0.005006705606173792,educacion,visitante
2019,Terciario completo,2505050,0.09362322341800092,educacion,visitante
2019,Terciario incompleto,644543,0.0240890175012509,educacion,visitante
2019,Universitario completo,4530675,0.16932851550242564,educacion,visitante
2019,Universitario incompleto,2351781,0.08789497933901903,educacion,visitante
2020,Menor de 14 años,2675208,0.21751888547273018,educacion,visitante
2020,Post grado / maestría / doctorado incompleto o completo,164805,0.013400154275979025,educacion,visitante
2020,Primario completo,1120536,0.09110982841411627,educacion,visitante
2020,Primario incompleto,329062,0.026755751138389065,educacion,visitante
2020,Secundario completo,2304780,0.18739970008307355,educacion,visitante
2020,Secundario incompleto,1288819,0.10479277590979043,educacion,visitante
2020,Sin instrucción / nunca asistió,31977,0.0026000226527288692,educacion,visitante
2020,Terciario completo,1098114,0.08928671467863494,educacion,visitante
2020,Terciario incompleto,342949,0.027884891288448354,educacion,visitante
2020,Universitario completo,1978555,0.16087462299996771,educacion,visitante
2020,Universitario incompleto,963934,0.0783766530861416,educacion,visitante
2021,Menor de 14 años,4272595,0.23845972673597332,educacion,visitante
2021,Post grado / maestría / doctorado incompleto o completo,351656,0.01962643163348397,educacion,visitante
2021,Primario completo,1063414,0.059350678416093344,educacion,visitante
2021,Primario incompleto,400479,0.0223513141085209,educacion,visitante
2021,Secundario completo,2831399,0.15802448671603747,educacion,visitante
2021,Secundario incompleto,2467039,0.1376890264083043,educacion,visitante
2021,Sin instrucción / nunca asistió,4804,2.681182108858003e-4,educacion,visitante
2021,Terciario completo,1460573,0.0815166985070995,educacion,visitante
2021,Terciario incompleto,438962,0.024499106179611294,educacion,visitante
2021,Universitario completo,2880093,0.16074216951388784,educacion,visitante
2021,Universitario incompleto,1746456,0.09747224357010226,educacion,visitante
2022,Menor de 14 años,6681941,0.21521833145571234,educacion,visitante
2022,Post grado / maestría / doctorado incompleto o completo,760025,0.02447961039533689,educacion,visitante
2022,Primario completo,2497769,0.08045052725574847,educacion,visitante
2022,Primario incompleto,712728,0.02295622348981635,educacion,visitante
2022,Secundario completo,4670150,0.1504206473310517,educacion,visitante
2022,Secundario incompleto,4192616,0.1350397766090007,educacion,visitante
2022,Sin instrucción / nunca asistió,20080,6.467557997939078e-4,educacion,visitante
2022,Terciario completo,2594930,0.08357998145215165,educacion,visitante
2022,Terciario incompleto,896749,0.028883347445686606,educacion,visitante
2022,Universitario completo,4913443,0.1582568604186642,educacion,visitante
2022,Universitario incompleto,3106836,0.10006793834703712,educacion,visitante
2023,Menor de 14 años,4737892.39,0.17629112865028398,educacion,visitante
2023,Ns./ Nr.,105630.46,0.003930379054735913,educacion,visitante
2023,Post grado / maestría / doctorado incompleto o completo,654452.77,0.024351379891007763,educacion,visitante
2023,Primario completo,1664848.77,0.06194696808961021,educacion,visitante
2023,Primario incompleto,1089490.62,0.04053860139565088,educacion,visitante
2023,Secundario completo,4127861.09,0.1535926168360467,educacion,visitante
2023,Secundario incompleto,3613174,0.13444174540862908,educacion,visitante
2023,Sin instrucción / nunca asistió,337315,0.012551074858977652,educacion,visitante
2023,Terciario completo,2508049.66,0.09332143258584247,educacion,visitante
2023,Terciario incompleto,970166.82,0.03609871005889539,educacion,visitante
2023,Universitario completo,3944848.94,0.14678296059558169,educacion,visitante
2023,Universitario incompleto,3121656.95,0.11615300257473833,educacion,visitante
2024,Menor de 14 años,2420709,0.17157738691170002,educacion,visitante
2024,Post grado / maestría / doctorado incompleto o completo,250353,0.017744765498663755,educacion,visitante
2024,Primario completo,594134,0.04211161242239195,educacion,visitante
2024,Primario incompleto,460921,0.032669610743268886,educacion,visitante
2024,Secundario completo,2347157,0.16636409611048047,educacion,visitante
2024,Secundario incompleto,2492440,0.17666160708874865,educacion,visitante
2024,Sin instrucción / nunca asistió,632886,0.044858314689208076,educacion,visitante
2024,Terciario completo,1015538,0.07198029847847635,educacion,visitante
2024,Terciario incompleto,327752,0.023230727739304274,educacion,visitante
2024,Universitario completo,1887265,0.1337674198385306,educacion,visitante
2024,Universitario incompleto,1679400,0.11903416047922696,educacion,visitante
