"provincia","anio","hoteles","restaurantes","vab_total","porc_hoteles","porc_restaurantes","porc_hyr"
"Corrientes",2021,47.0267685040139,125.365336212101,7557.4076042754,0.00622260581491063,0.0165884047515419,0.0228110105664525
"Corrientes",2022,77.8634518972232,143.257090530651,7705.76533413829,0.010104570866215,0.0185908971164732,0.0286954679826882
"Corrientes",2023,66.1448197635893,155.557345782976,7868.32683778226,0.00840646571085152,0.0197700666215362,0.0281765323323877
"Chaco",2004,10.4482174969474,36.6357119906871,5596.91671012913,0.00186678095066852,0.00654569540482618,0.0084124763554947
"Chaco",2005,10.1465155963247,41.1395115097606,6253.33642669225,0.00162257631830178,0.00657880988685614,0.00820138620515791
"Chaco",2006,12.3498080868952,49.8571943824791,6855.53317765838,0.00180143655742812,0.00727254804118804,0.00907398459861617
"Chaco",2007,12.0015103214048,65.8546729657985,7470.88791885398,0.00160643693919127,0.00881483883590379,0.0104212757750951
"Chaco",2008,11.3322935212119,71.2621243150218,7888.93250067878,0.00143647996991188,0.00903317708814092,0.0104696570580528
"Chaco",2009,10.3035917883297,82.3359730486372,7512.65107668962,0.00137149878027743,0.0109596429021056,0.012331141682383
"Chaco",2010,12.0542800747732,87.900788993197,8460.05237254219,0.00142484698013175,0.0103900998625595,0.0118149468426913
"Chaco",2011,13.869870104806,91.776820526443,9350.02845082324,0.00148340405355502,0.00981567286229619,0.0112990769158512
"Chaco",2012,15.7895028902426,97.0530006068513,8518.86285232749,0.00185347541848601,0.0113927178180049,0.0132461932364909
"Chaco",2013,15.3964871255439,100.297483274789,8938.59575920881,0.00172247269485053,0.0112207203431769,0.0129431930380274
"Chaco",2014,15.8918737995206,99.1670949207581,9649.59064183784,0.00164689616268467,0.0102768188414955,0.0119237150041802
"Chaco",2015,16.9251705800869,106.546718602735,9540.61071713507,0.00177401332911415,0.0111677042237323,0.0129417175528464
"Chaco",2016,18.0706260749417,119.137375514844,9426.65296565329,0.00191697160601789,0.0126383538196357,0.0145553254256535
"Chaco",2017,20.0652805796238,131.313628103252,9798.35838968307,0.00204782064317539,0.0134015947244301,0.0154494153676055
"Chaco",2018,17.4107242850909,120.981768318057,9672.0486318204,0.00180010719009526,0.012508391233687,0.0143084984237823
"Chaco",2019,16.2045940976839,106.390120372579,9147.1865540476,0.00177153860391242,0.0116309118376406,0.013402450441553
"Chaco",2020,1.28480486267669,54.8048541028962,8556.29712327476,0.000150158981644265,0.00640520698536947,0.00655536596701374
"Chaco",2021,10.5380944105543,62.8310975262068,9150.91982392121,0.00115158854118762,0.00686609638541051,0.00801768492659813
"Chaco",2022,13.2332374909312,71.3754490291646,9866.36124300167,0.00134124802092744,0.00723422214849391,0.00857547016942134
"Chaco",2023,13.2468290555307,77.6455569920155,9606.25193352297,0.00137897997545777,0.00808281497605278,0.00946179495151055
"Chubut",2004,25.910800852512,56.8178984038283,9546.84094422621,0.00271407065477324,0.00595148685683204,0.00866555751160528
"Chubut",2005,19.9758251271289,63.3834869403788,9965.73521869438,0.00200445071926624,0.00636014158006926,0.00836459229933551
"Chubut",2006,23.0337555788226,71.0266370723868,10999.4044737717,0.00209409115136615,0.00645731659761683,0.00855140774898298
"Chubut",2007,15.4414929164042,86.9753825714959,11203.244950466,0.00137830539140019,0.00776340988312303,0.00914171527452321
"Chubut",2008,19.9943034397508,87.7137382875306,11325.995937831,0.00176534616024062,0.00774446139385852,0.00950980755409914
"Chubut",2009,20.366690790834,87.1397262714987,10718.5185915465,0.00190014045475434,0.00812982927885428,0.0100299697336086
"Chubut",2010,20.5091223399106,99.5132481626251,11457.5988070303,0.00179000178705213,0.00868534933354138,0.0104753511205935
"Chubut",2011,19.4931975221531,110.957622339402,11920.2104400992,0.00163530649228965,0.00930836103078719,0.0109436675230768
"Chubut",2012,17.1916593382618,111.30384242458,11497.3694595876,0.00149526893074883,0.00968080940738703,0.0111760783381359
"Chubut",2013,19.6189829003862,112.762656811381,11855.4400903305,0.00165485066356902,0.00951146949857662,0.0111663201621456
"Chubut",2014,23.3280483364742,119.634769128318,12167.0408291452,0.00191731487253611,0.00983269233729719,0.0117500072098333
"Chubut",2015,21.8499979130008,127.89351437205,12269.6281686607,0.00178081989222872,0.0104235851823707,0.0122044050745994
"Chubut",2016,19.2719102580749,128.660643893782,11798.8091362702,0.00163337757527003,0.0109045448915918,0.0125379224668618
"Chubut",2017,18.4573375993452,132.255146757505,12125.9371020349,0.00152213700632241,0.0109067980185474,0.0124289350248698
"Chubut",2018,20.972488601121,128.833494017049,12073.8191508252,0.00173702192646207,0.0106704839957988,0.0124075059222608
"Chubut",2019,21.2122194843537,124.732347061629,12216.790158134,0.00173631692202149,0.0102099115600002,0.0119462284820217
"Chubut",2020,8.96925091654432,72.6033888695259,10964.9307119669,0.000817994308596539,0.00662141793475157,0.00743941224334811
"Chubut",2021,19.3178997933787,90.8753240380239,11392.2836134338,0.00169570039237778,0.00797691903762504,0.00967261943000283
"Chubut",2022,25.0457080731451,108.954783120432,11544.8654300825,0.00216942399414059,0.00943751001519073,0.0116069340093313
"Chubut",2023,21.7614196626348,109.765162086423,11292.6455430281,0.00192704354172084,0.00972005733007276,0.0116471008717936
"Entre Ríos",2004,37.7961656593084,73.5945950542123,10433.9138925557,0.00362243411710297,0.00705340256897462,0.0106758366860776
"Entre Ríos",2005,41.9581738492266,98.5161456244186,11702.5549337569,0.00358538576291534,0.008418345069267,0.0120037308321823
"Entre Ríos",2006,63.7861709518661,116.77794077444,12454.632353176,0.00512148164177646,0.00937626559042194,0.0144977472321984
"Entre Ríos",2007,57.1893448386462,135.982595704208,13762.5622411802,0.00415542860671139,0.00988061621965438,0.0140360448263658
"Entre Ríos",2008,54.2115870457424,142.373755480983,14098.5678041926,0.00384518397887345,0.01009845520895,0.0139436391878234
"Entre Ríos",2009,60.9787379231965,136.178901925323,13007.2347248989,0.00468806315968673,0.010469473704864,0.0151575368645507
"Entre Ríos",2010,60.0836005482971,145.075491384546,14942.7296415072,0.00402092535900534,0.00970876773287541,0.0137296930918808
"Entre Ríos",2011,60.0990200079922,150.496442501301,15639.2199524935,0.0038428400003678,0.00962301463618114,0.0134658546365489
"Entre Ríos",2012,61.0816629551967,154.048094427539,15577.6713283839,0.00392110358907756,0.00988903226805471,0.0138101358571323
"Entre Ríos",2013,51.6719040497801,154.644629420457,16092.8208817134,0.00321086678523191,0.00960954145684818,0.0128204082420801
"Entre Ríos",2014,51.4066703447066,155.60659055606,15862.1201603139,0.00324084484451978,0.00980994904737758,0.0130507938918974
"Entre Ríos",2015,47.7788518197322,161.955807679207,16422.062249013,0.00290943068508974,0.00986208706454884,0.0127715177496386
"Entre Ríos",2016,44.2800124127526,162.92757233539,15653.6933002638,0.00282872620303647,0.0104082512165129,0.0132369774195493
"Entre Ríos",2017,47.8927070787666,167.407592532276,16435.7880329262,0.00291392825113235,0.0101855531476133,0.0130994813987456
"Entre Ríos",2018,47.2041635768256,165.784272846007,15785.9949729399,0.00299025583485502,0.0105019843937738,0.0134922402286289
"Entre Ríos",2019,45.1393077853022,160.9484601147,16031.4560994599,0.00281567110967686,0.0100395409572386,0.0128552120669155
"Entre Ríos",2020,15.5561771089967,93.0136998739056,14945.6222846183,0.00104085174994733,0.00622347454676633,0.00726432629671365
"Entre Ríos",2021,53.3888769850683,112.723426474914,15947.9481345514,0.00334769567436708,0.00706820874534308,0.0104159044197102
"Entre Ríos",2022,56.2421084065948,135.887634156989,16840.8175008364,0.00333963053775753,0.00806894523678792,0.0114085757745454
"Entre Ríos",2023,61.4494258028413,151.714722167734,16133.8605375337,0.00380872424550131,0.00940349780604499,0.0132122220515463
"Formosa",2004,4.82020355850356,19.6378201237806,2263.40846826855,0.0021296215977273,0.00867621571585045,0.0108058373135777
"Formosa",2005,4.68101574245613,17.5187923268862,2557.01038144831,0.00183065965489149,0.00685127931196096,0.00868193896685245
"Formosa",2006,5.69748752882305,18.6652242880105,2733.81650743553,0.00208407825226266,0.00682753368312912,0.00891161193539178
"Formosa",2007,5.53680307435736,19.5654115636018,2959.8668582085,0.00187062572054629,0.00661023366957932,0.00848085939012561
"Formosa",2008,5.22806512909133,20.2951372926556,2946.20295919163,0.00177450949629274,0.00688857406423355,0.00866308356052629
"Formosa",2009,4.75348161712614,23.2616677051466,2943.61768002621,0.00161484341169055,0.0079024079325884,0.00951725134427895
"Formosa",2010,5.56114798802728,25.8397297754993,3096.91269555451,0.00179570705884285,0.00834370623769639,0.0101394132965392
"Formosa",2011,6.1501061524711,29.4796385969882,3368.90592431825,0.00182554998288225,0.00875050810537366,0.0105760580882559
"Formosa",2012,7.2390237381852,33.1221711064078,3371.47899924292,0.00214713594235964,0.00982422584089817,0.0119713617832578
"Formosa",2013,7.05271775115611,32.9326980467051,3455.85719550987,0.00204080126931158,0.009529530933597,0.0115703322029086
"Formosa",2014,5.79332996477795,36.1986916258835,3413.80014620903,0.00169703254925786,0.0106036352673081,0.0123006678165659
"Formosa",2015,7.22705424093034,37.758138000179,3616.80672509852,0.00199818646398184,0.0104396338732063,0.0124378203371882
"Formosa",2016,6.60613190799677,35.666305538037,3602.64240463069,0.00183369070977056,0.00990004045147333,0.0117337311612439
"Formosa",2017,5.64876986415189,31.8694703231665,3694.74798771731,0.00152886472444953,0.00862561409576844,0.010154478820218
"Formosa",2018,4.63557735661162,29.7216997222768,3675.23797419787,0.0012612999183062,0.00808701366576504,0.00934831358407124
"Formosa",2019,4.20719811325705,27.9365265804942,3463.43943792705,0.00121474568522415,0.00806612244307493,0.00928086812829908
"Formosa",2020,0.744615079556834,15.3073361461939,3211.2396642174,0.000231877766039708,0.00476679966206272,0.00499867742810243
"Formosa",2021,0.38509500929952,16.0154823249849,3594.98703818395,0.000107119999379485,0.00445494855888975,0.00456206855826923
"Formosa",2022,1.64295397069248,18.572436977265,3880.46032464314,0.000423391513697172,0.00478614273139696,0.00520953424509413
"Formosa",2023,3.01437483905437,20.0063260399048,3796.36073858053,0.000794016966939093,0.0052698695981629,0.006063886565102
"Jujuy",2004,12.9978251607991,54.3262273217982,3654.78649044876,0.00355638426342195,0.014864405202266,0.018420789465688
"Jujuy",2005,15.8241416866804,52.609214134861,3854.75236446437,0.00410509941768444,0.0136478842635514,0.0177529836812359
"Jujuy",2006,16.6937001465558,56.1737805739255,4095.18808969741,0.00407641841617812,0.0137170208897722,0.0177934393059503
"Jujuy",2007,19.3131391766712,69.9212512936687,4428.65265925509,0.00436095143662039,0.0157883800499788,0.0201493314865992
"Jujuy",2008,18.8211935936977,82.7832013951363,4636.75197352817,0.00405913313913498,0.0178537048925102,0.0219128380316452
"Jujuy",2009,15.090457024542,96.4076446969324,4578.59374108994,0.00329587158806313,0.021056169240729,0.0243520408287921
"Jujuy",2010,15.2281755113204,100.288844477739,5056.44939094785,0.00301163411989887,0.0198338471768902,0.022845481296789
"Jujuy",2011,16.4585768708123,94.966194112942,5312.88092794206,0.00309786292861405,0.0178747077905484,0.0209725707191625
"Jujuy",2012,16.1994033091257,101.760958053943,5440.9687308354,0.0029773013061662,0.0187027279677674,0.0216800292739336
"Jujuy",2013,16.2653786724295,100.574221582599,5461.99011154874,0.00297792166229636,0.018413475588311,0.0213913972506074
"Jujuy",2014,15.9100404590976,100.378616034055,5507.38170821904,0.00288885741029244,0.0182261955593623,0.0211150529696547
"Jujuy",2015,19.0480785801607,98.7483448016955,5765.10691458774,0.00330402867845562,0.0171286233307881,0.0204326520092437
"Jujuy",2016,18.8860618732066,101.663783424037,5554.71009861516,0.00340000855812711,0.0183022662963784,0.0217022748545055
"Jujuy",2017,17.2690110513359,110.880009738861,5722.2589919504,0.00301786603431067,0.0193769645685101,0.0223948306028207
"Jujuy",2018,18.3890669411194,120.254983300347,5656.35622071058,0.00325104470503261,0.0212601502819142,0.0245111949869468
"Jujuy",2019,18.1900950098603,125.624268209805,5731.21069295233,0.00317386604408536,0.0219193247186472,0.0250931907627325
"Jujuy",2020,5.52321387235007,71.3745420013437,5324.04597217719,0.00103740912479226,0.0134060716932833,0.0144434808180756
"Jujuy",2021,14.0148508795277,99.3778651493728,5996.41132614568,0.00233720639183304,0.0165728899743857,0.0189100963662188
"Jujuy",2022,15.8679983210906,108.762139948129,6600.85235812076,0.00240393171369283,0.0164769841904317,0.0188809159041245
"Jujuy",2023,13.9172494955957,112.949470654335,6832.04884224432,0.00203705357162288,0.0165322984747913,0.0185693520464142
"La Pampa",2004,14.3808287764054,20.5890825462185,3826.12818499452,0.00375858520182486,0.00538117949810612,0.00913976469993098
"La Pampa",2005,14.9268912114779,24.1042704512172,4607.33584285458,0.00323980966888439,0.0052317155235384,0.0084715251924228
"La Pampa",2006,16.3161236516626,28.4695183130104,4615.95389717407,0.00353472413614258,0.00616763489133626,0.00970235902747885
"La Pampa",2007,15.6295191356551,32.7165633556761,5170.1940010205,0.0030230043848587,0.00632791793677732,0.00935092232163601
"La Pampa",2008,14.672782855151,35.88026146858,5578.67973078354,0.00263015329132188,0.00643167616713866,0.00906182945846054
"La Pampa",2009,13.5170829197406,35.2950783691722,5164.53700629682,0.00261728842358182,0.00683412246366692,0.00945141088724874
"La Pampa",2010,15.6014473080247,36.41440146037,5514.96057500113,0.00282893179304759,0.00660283985082931,0.0094317716438769
"La Pampa",2011,15.7072158246263,37.297228304344,5896.91549647768,0.00266363250991276,0.00632487074414111,0.00898850325405387
"La Pampa",2012,16.5209709799324,38.1011221003376,5900.32282654167,0.00280001136643158,0.00645746397619902,0.0092574753426306
"La Pampa",2013,17.4119121782259,40.2790043793754,5955.27362084684,0.00292378038135382,0.00676358584740355,0.00968736622875737
"La Pampa",2014,17.5077652278166,42.6100172995803,5675.19045417717,0.0030849652305378,0.00750812111833491,0.0105930863488727
"La Pampa",2015,16.7580035907947,43.5708512269549,5982.80442524246,0.00280102814661463,0.00728268018307972,0.0100837083296943
"La Pampa",2016,15.0731662607701,48.074779778432,6190.16840026825,0.00243501715722579,0.00776631210490957,0.0102013292621354
"La Pampa",2017,14.9666851468976,49.9611257508068,6008.98602480775,0.00249071724998336,0.00831440205461374,0.0108051193045971
"La Pampa",2018,20.1352746694024,46.6315751913245,5907.97462076357,0.00340815185607552,0.00789298840713328,0.0113011402632088
"La Pampa",2019,22.1812469407164,46.4020563493885,6048.17603203623,0.00366742747288205,0.00767207437475433,0.0113395018476364
"La Pampa",2020,7.77994803526299,26.5151746496698,5434.24529158516,0.0014316519806918,0.00487927453159468,0.00631092651228649
"La Pampa",2021,16.3279958452563,33.9562794739066,5867.06870090724,0.00278299039565217,0.00578760556675531,0.00857059596240748
"La Pampa",2022,22.0573863019559,40.2185542172102,6427.55032533397,0.00343169406469171,0.00625721342992681,0.00968890749461853
"La Pampa",2023,21.6899484989787,45.0558879027274,6122.83651294851,0.0035424673602029,0.00735866257533476,0.0109011299355377
"La Rioja",2004,7.65843194596968,49.3224591777858,2520.35051462331,0.00303863764247661,0.0195696824277466,0.0226083200702232
"La Rioja",2005,8.50006938586579,61.5384395759255,2718.37519664879,0.00312689337231471,0.0226379491880996,0.0257648425604143
"La Rioja",2006,9.91937024017196,81.7433193807819,2851.10113986737,0.00347913656989152,0.0286707890638297,0.0321499256337213
"La Rioja",2007,8.70802712522506,94.3691581526754,3127.93441236619,0.0027839545134956,0.0301698008051543,0.0329537553186499
"La Rioja",2008,8.54545774963998,97.1040519960503,3082.22835129927,0.00277249339622671,0.0315044963995343,0.034276989795761
"La Rioja",2009,7.40007143772739,94.394202618434,2970.52021331269,0.00249117020128771,0.0317769938731259,0.0342681640744136
"La Rioja",2010,10.1759231390485,113.873801292007,3280.83256877254,0.00310162829883624,0.0347088121399047,0.0378104404387409
"La Rioja",2011,10.7316654673542,121.131948872168,3458.64012945114,0.00310285692228328,0.0350229987331439,0.0381258556554272
"La Rioja",2012,9.5744239171084,118.800302103063,3331.50858712459,0.00287390041679948,0.035659611553215,0.0385335119700145
"La Rioja",2013,10.9748195513634,119.216826851685,3487.61566582744,0.0031467972973334,0.0341829026689501,0.0373296999662835
